ID,Field 05 - ICT role in Museums and Exhibition Design,Timestamp,General Institution / Organisation Information,Name of the Institution / Organisation,Country,City,Type of Institution (as many as apply),Field of Activity (as many as apply),Focus of Institution (as many as apply),Year,Links,Principal Partner,Interested Partner,Links - for partners only,Field 05 - Exhibition / Installation Information,Name,Topic,Year,Name / contact of curator / organiser,Links,Field 05 - Information and Communication Technologies,Description,Focus of technology,Location of Technology Use,Time of Technology Use,Type of Media Exhibited,Actions and Mechanics of Interaction,Target Group,Why is it of interest for MeLA's Research Field 05?,Impact - User perspective,Impact - Institution / Organisation perspective,Field 05 - Categorization - User Experience,Audience Involvment,Audience Engagement,Audience Perception,Exhibition Elements,Technology Metaphor,Field 05 - Categorization - Intended purpose of the ICT and Technology within the project or application,Identity Construction,Representation,Conception of Cultural Representations,Audience of Cultural Representations,Multinationalism,Contemporaneousness,Provocativeness,Stance
1337447522469.73,,Sat May 19 2012 19:12:02 GMT+0200 (CEST),,Museo della Mente,Italy,Rome,Museum,The history of the Santa Maria della Pietà hospital complex,Local,2008,http://www.museodellamente.it/index.php/ecms/uk,POLIMI,POLIMI,,,Museo della Mente,The history of the Santa Maria della Pietà hospital complex,2008,Pompeo Martelli,"http://www.museodellamente.it/index.php/ecms/uk
http://www.youtube.com/watch?v=cIwd3g_svkc",,"The Museo Laboratorio della Mente which opened in 2000, follows the history of the Santa Maria della Pietà hospital complex in Rome from its founding as a hospital for poor foreigners and the insane, until its closing as a mental hospital 500 years later. The hospital’s history is a journey through the history of mental institutions, a story of hardship and diversity, of the fight against the stigma of mental illness and for the promotion of mental health. The layout of the museum is based on an “historical map” – which also makes use of oral sources and materials from the Cencelli Library and the historical archive of Santa Maria della Pietà – of institutional and anti-institutional practices, like a continuous, two-fold dialectical process that on the one hand deconstructs the geography of spatial, physical, psychological and social constructions, and on the other reconstructs the individual subjectivity. The importance of the Museo Laboratorio della Mente in the Lazio Region Museum Organization, nationally, and particularly among public spaces dedicated to the history and cure of mental distress; and the significance of the library and its determination to set up its impressive archive with the support of national (Ministry of Cultural Heritage and Activities ) and local (Lazio Region, Local Health Authority Roma E) agencies that recognize the exemplary value of its original mission, public (especially young people) involvement, dialogue and collaboration with schools, and positive results from initiatives in its first years of activity are the fundamental reasons for the groundbreaking value that will result from integrating the potential of its archive, research, exhibits, training and experience following the expansion of the exhibition space in collaboration with Studio Azzurro.",Featured - (exhibited) - novel or a novel application of technologies are in-themselves the primary feature of the project or exhibition,On Site - near objects and exhibits|On Site - in dedicated areas,During the vist - enhancing visitor experience,Text|Audio|Image,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups","The fundamental issue at stake in this Museum is that of considering the public not as passive and undifferentiated, but rather as active, and provide them with interactive resources. Thus leisure or entertainment should not be opposed to instruction, but considered as positive resources, which can help museums to experience new means of education, for example through emotional activation. In the XIX century the Museum as a “technology of the Progress” provided visitors with imaginative and performative resources, orienting their cognitive view through “evolutionary exercises of the self”. Today those performative resources could be crucial in order to disconnect stereotypical imaginaries and to construct different ways of fruition and exhibition, rooted on an active (interactive) and conscious role of visitors.",Undefined,Undefined,,Interaction with Contents,4,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something),1,3,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Yes,Yes,1
1337448136769.8,,Sat May 19 2012 19:22:16 GMT+0200 (CEST),,"Major of San Giuliano Milanese, Milan District",Italy,Major of San Giuliano Milanese,Temporary Museum,Social History,Local,2009,,POLIMI,POLIMI,,,Foresta nascosta (Hidden forest),City contexts,2009,"Matteo Balduzzi, Daniele Cologna and Stefano Laffi",,,,,On Site - in dedicated areas,During the vist - enhancing visitor experience,Text|Audio|Image|Video,,,,,,,Individuals engage with each other socially,5,Reflective (focused on engaging visitors cognitively)|Collaborative (focused on making visitors build knowledge together),3,4,,,,,,,Yes,Yes,2
1337448582771.75,,Sat May 19 2012 19:29:42 GMT+0200 (CEST),,CSU East Bays Multimedia Graduate Program,United States of America,Oakland,University,Research & Education; multimedia,Multimedia,2005,http://www.csueastbay.edu/multimedia/,POLIMI,POLIMI,,,The Organic City,City contexts,2005,Seamus Byrne and Sarah Mattern,http://www.theorganiccity.com/wordpress/,,"Interactive collection of narrations about several quartiers in Oakland: the people can listen, write and share this narrations collected according to dfferent movie registers (horror, comedy, drama, fantasy...). The Organic City uses the new technologies to create a digital collaboration story world focus on the center of Oakland and the Merrit lake. Connection the communities between this communication channel where is possible to find and to tell local histories about the identity and the suggest of the places. The project has also the other services based to mobile and pocket pc. The web site porposes 3 sections: 1. Find a story: you find the stories written by members of the web site. 2. Tell a story: you can add a story. 3. Story tours: you can listen e download the story doing a tour.","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",On Site - in dedicated areas|Off Site - not related to museum premises,,Text|Audio|Image,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups",The narration registers (from the movie field) and kinds of partecipation download/upload contents.,Higher knowledge of the cultural identity of the cities and partecipation (connection of the communities).,"Curiosity on the tourist and bigger flow. The project will allow us to explore the relationships between place, story, and community; as well as the ways in which new technologies can enhance our appreciation for these important components of human identity and experience.",,Individual interactions are networked in aggregate,3,Reflective (focused on engaging visitors cognitively)|Collaborative (focused on making visitors build knowledge together),5,5,,"Both, with respect to different parts of the museum/exhibition/project","3) Trans-Cultural Practice - facilitates, allows and encourages multiple readings and parallel interpretations of cultural dynamics",People from the same cultures as those represented,People from the same cultures as those represented,Emphasis towards active reproduction or renegotiation of the identity and memory of the culture/s represented (more global and fluid),Yes,Yes,2
1337449145816.54,,Sat May 19 2012 19:39:05 GMT+0200 (CEST),,Politecnico di Torino ,Italy,Torino,University,Research and Education,Local,2008,http://www.polito.it/index.en.php,POLIMI,POLIMI,,,Mondovì Mp3,City contexts,2008,A. Bollo,http://www.fitzcarraldo.it/pdf/mp3mondovi_sintesi.pdf,,"Placed devices in the city. Podcasting to custom path and specific narrations (multimedia and interctive totem like distributors of stories by historical characters of baroque Mondovì). You can download (by mobile, I-POD, Creative...) There are 2 typologies of distributors:itinerant one located in several cities of this area during the events, celebrations and an other permanent one located near the cable railway that connects the hight and the slow area of the Mondovì.","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",Off Site - not related to museum premises,Independent from the Visit - no relation to the visit ,Audio,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups",The narration system.,Higher knowledge of the historical identity of the cities and partecipation.,Relationship with cultural institutions (like Fondazione Fitzcarraldo and Major of Mondovì) to work about real case studies.,,Passive Content Consumption,2,Reflective (focused on engaging visitors cognitively),3,2,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,Emphasis towards active reproduction or renegotiation of the identity and memory of the culture/s represented (more global and fluid),Yes,No,4
1337449958129.71,,Sat May 19 2012 19:52:38 GMT+0200 (CEST),,Studio Azzurro,Italy,Milan,Exhibit Design Studio,Exhibition Design,Exhibition Design,1999-2011,http://www.studioazzurro.com/,POLIMI,POLIMI,,,Museums Narration by Studio Azzurro,Narration,1999-2011,"Paolo Rosa, Leonardo Sangiorgi, Fabio Cirifino.",http://www.amazon.ca/Studio-Azzurro-Environments-Interactive-Experiences/dp/8836616372,,"Interactive experiences and multimedia frescoes (specific devices: sensible tables; sensible environments, natural interfaces). Usually this museums “exhibit” the intangible cultural heritage (historical and territorial identity contents) by multimedia languages between document and performance. The exhibitions are a staging not of an object but the story about it.",Featured - (exhibited) - novel or a novel application of technologies are in-themselves the primary feature of the project or exhibition,On Site - near objects and exhibits|On Site - in dedicated areas,During the vist - enhancing visitor experience,Text|Audio|Image|Video,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups","The involvement of the visitor in museal paths by the interaction. The multimedia devices are invisibles, with the gesture the visitor actives the exhibition (the informations or the scenographic effects). ",The knowledge o the intangible cultural heritage,Improvement of interdisciplinary research.,,Interaction with Contents,3,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something),3,2,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Yes,Yes,1
1337450814755.67,,Sat May 19 2012 20:06:54 GMT+0200 (CEST),,Fabrica,Italy,Treviso,Communication Research Center,"An applied creativity laboratory, a talent incubator, a studio of sorts in which young, modern artists come from all over the world to develop innovative projects and explore new directions in myriad avenues of communication, from design, music and film to photography, publishing and the Internet.",Research and Exploration,2006,http://www.fabrica.it/,POLIMI,POLIMI,,, Les yeux ouverts,New media and photography,2006,"Marie-Laure Jousset (curator of the exhibition and director of Design Despartmente of Centre Pompidou), Alfio Pozzoni (project manager exhibition for Fabrica)","http://www.centrepompidou.fr/Pompidou/Manifs.nsf/AllExpositions/1C8130D49C626B15C1257186002A08EF?OpenDocument&sessionM=2.2.1&L=2
http://www.fabrica.it/press-release/fabrica-les-yeux-ouverts
http://2005to2007.fabrica.it/pompidou/home.htm",,"Temporary exhibition (Milano, Paris, Tokyo) about the experimental and interdisciplinary activity (in terms of culture of communication) of Fabrica. In this exhibition there are several interesting interactive sections. 
“Tuned Stairway”. On each step of the staircase that leads to the exhibition a sensor connected to a microprocessor and a speaker is installed. As soon as the visitor places his foot on the step, a sampled sound from a destructured metallophone is played. Visitors are there allowed to compose their own music, individually or in groups, as they descend the stairs.
“We are the Time. We are the Famous”. The visitor comes into contact and interacts with two images of himself in real time. An image in slow motion confuses the perception of time as a photo during the development process, the other image, however, fragmented into a series of time frames, like a celluloid film that moves along the wall. On one wall the viewer is invited to stand still to see clearly his own reflection, while the other is stimulated to move to animate the sequence. The installation describes two ways to be represented in time: the photographic image and the fixed film sequence. The time is experienced directly and simultaneously by the viewer as a stream and a series of points.
“Dialogs”. Dialogs is an interactive multimedia installation that explores the relationships and the lack of communication between people. In a room bathed in semi-darkness, a hypothetical conversation is staged: the viewpoint and the words of each speaker are represented by a bright display on a row of panels. To understand both the points of view, one must move and find a precise position between to the panels. Each display is connected to an audio system audible only in a certain position to emphasize the difficulties of communication and mutual understanding in all interpersonal relationships and the need to change the point of view to understand and communicate with each other.
“Stock Exchange of Visions”. The Stock Exchange of Visions interactive installation invites visitors to reflect on the future. The screens allow to see a series of interviews with artists, scientists, sociologists, futurologists, who face all sorts of topics, from ecology to economy and scientific research, to meet the most pressing issues on the future of the planet. An updated real-time display shows a diagram of the topics most requested by visitors. Stock Exchange of Visions will also develop on the Internet with a website, to create a global network of \""visions\"" essential for humanity\'s future.
“10 x 10” (West-Middle East-Far East)  is an interactive exploration of pictures and words that define our time. The result is often moving, sometimes shocking, occasionally frivolous, but it still provides an eloquent snapshot of our time. Every hour, 10x10 collects the 100 most important words and images in the world, presenting them as one image able to fix that particular moment in time. During the days, months and years, 10x10 leaves a trail of slots which records a continuous patchwork of humanity. 
\""Fabrica\"" Virtual Virtual Fabrica is a  Quake-like experience which allows to take a virtual tour in the location of Fabrica, through a three-dimensional space that reproduces every detail of the building designed by Tadao Ando. 
“FLIPBOOK!” Winner of the Grand Prize at the prestigious Japan Media Arts Festival, FLIPBOOK! (http://www.fabrica.it/flipbook/) is a relational-artistic tool designed by a young Colombian web artist - Juan Ospina - who can draw, send and share animations online. From this project stemmed a creative community that nurtures the sharing of thousands of short stories, some simple and fun, others violent, painful or erotic. FLIPBOOK! quickly became a web phenomenon with over 200,000 animations and 15 million visitors.
“Eyes Mobile” Eyes Mobile is not a traditional guide, but rather a mobile interactive system that allows visitors to see beyond the exhibition. The system, which utilizes Bluetooth technology, interacts with the project the visitor is looking at, and provides not only specific information but also other complementary contents that appearson the screen with a simple finger pressure.",Featured - (exhibited) - novel or a novel application of technologies are in-themselves the primary feature of the project or exhibition,On Site - near objects and exhibits,During the vist - enhancing visitor experience,Text|Audio|Image|Video|3D Models,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups",Plurality of interaction installations focus on intercultural languages,Involvement in the new languages of communication and knowledge of the potentiality of interaction design.,"Museum network (Triennale, centre Pompidou...)",,Interaction with Contents,3,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something),3,2,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Yes,Yes,2
1337451554566.39,,Sat May 19 2012 20:19:14 GMT+0200 (CEST),,"Great North Museum: Hancock, Tyne & Wear Archives & Museums and Bupa Great North Run Culture",United Kingdom, Newcastle Upon Tyne,Archive|Museum,Social History,"National, History and Art Museums|Local",2010-2011,http://www.twmuseums.org.uk/greatnorthmuseum/,POLIMI,POLIMI,,,In the Long Run: Thirty years of the Great North Run,Community/Neighbourhood contexts,2010-2011,"Culture Lab, School of Computing Science, Newcastle University","http://www.twmuseums.org.uk/greatnorthmuseum/thingstoseeanddo/exhibition/2010/07/17/in-the-long-run-30-years-of-the-great-north-run/
http://www.thecrackmagazine.com/index.php?section=1&category=14&page=2366",,"The project focuses on shared stories of the Run, via the internet and situated deployment of interactive technologies within the museum. The project is part of In the Long Run, an exhibition celebrating thirty years of the Great North Run. The installation proposed to extend participation through personally meaningful contribution by using multi-user design approaches. The design brief was to create an installation that a)highlighted different forms of participation in the Great North Run over the past thirty years, b) extended notions of what it means to take part in the event and c) supported personal reflection and contribution to a collective shared experience and user-generated archive. The physical installation had to be in place for three months as part of a visiting exhibition and withstand mass interaction from potentially 100-150,000 families, and runners and therefore had to be robust. ","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",On Site - near objects and exhibits,During the vist - enhancing visitor experience,Text|Audio|Image|Video,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups",The installation highlights opportunities and limits for supporting personalised user-generated content in museums through multi-user design approaches and outlines possible models of participation and visitor contribution.,"Most of the overall content was made by family groups. Whilst some of these contributions reflected personal experience, people also used the system as a way of writing to one another. Others reflected on personal connections to the Run through extended family and friends. The multiple single screen system in this instance worked well, because family groups could watch and learn from each other’s actions whilst using it simultaneously to share their content. This further helped to alleviate unanticipated confusion as to how the pen and screen system worked together.",Undefined,,Interaction with Contents,5,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something),3,3,,This aspect of the analysis is not significant for the present case,8) None of the above,People from the same cultures as those represented,Not applicable,This aspect of the analysis is not significant for the present case,Yes,No,3
1337452252436.45,,Sat May 19 2012 20:30:52 GMT+0200 (CEST),,Kattegatcenteret & Aarhus University,Denmark,Aarhus,Aquarium & University,The Ocean,Life in the Oceans,Undefined,"http://www.grenå.com/en/kattegat-centre
http://www.au.dk/en/",POLIMI,POLIMI,,,The Fish Generator and the Digital Hydroscopes,Oceans,Undefined,"Aarhus University, Denmark, Department of Information and Media Studies",http://www.nfbi.dk/fileadmin/nfbi/downloads/Stafetten/PDC.sub.pdf,,"The visitors can themselves create new species of fish by combining parts from an RFID enabled construction kit containing bodies, heads, tails, and fins. As the physical pieces are assembled into an imaginary fish on top of an RFID tag reader, the visitors can view their creation on the round screen at the centre of the assembly table. When the visitor is satisfied with the constructed fish, it can be released into the virtual sea existing “beneath” the floor surface of the room. The virtual sea can be explored by moving digital hydroscopes over the surface, revealing the sea beneath. While constructing the fastest, funniest, or strongest fish, the objective is for visitors to explore fish anatomy and how it affects the ability to survive under specific conditions. There is no “correct” fish to be assembled, but visitors learn about fish properties by experimenting and exploring. The Fish Generator and the digital Hydroscopes are some of the prototypes of a Participatory Design project in which visitors, staff members at the Marine Centre, and researchers were engaged in a process of designing new experiences for museum environments (the IXP project). The prototypes provide new ways of engaging with the theme of marine life, and challenge existing conceptions about visitors and their experiences at the Marine Centre.","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",On Site - in dedicated areas,During the vist - enhancing visitor experience,Image,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups",The Hydroscopes are a very literal manifestation of the Peephole concept as they provide a visual glimpse into a hidden universe beneath the surface and exemplify how peepholes as a means of engagement encourage inquiry and have a fundamental quality of unfoldedness at the hidden is gradually revealed. ,Undefined,Undefined,,Interaction with Contents,5,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something),3,5,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Not Applicable,Not Applicable,2
1337452983203.64,,Sat May 19 2012 20:43:03 GMT+0200 (CEST),,The Main Library & The School of Architecture Aarhus,Denmark,Aarhus,Library,Literature,Literature,2004-2006,"http://www.aakb.dk/in-english
http://aarch.dk/",POLIMI,POLIMI,,,Story Surfer,Search machine,2004-2006,Interactivespaces.net (ISIS Katrinebjerg),"http://www.alexandra.dk/uk/Projects/Pages/Childrens-Interactive-Library.aspx
http://design.emu.dk/artikler/0624-storysurfer.html",,"StorySurfer is an interactive inspiration browser enabling children to explore inspiration from library materials in an untraditional way. The floor application displaying book covers is evoked by stepping on buttons on the edge of the floor. Each button is associated with a keyword. Hitting a keyword button will evoke a cloud-like shape on the floor containing book covers associated to the selected keyword; overlapping clouds contain book covers associated with several keywords. A cover can be further examined by moving into the floor. Each person entering the floor is provided with a cursor in the shape of a \""magnifying lens\"" oriented and positioned in front of the user turning towards the centre of the floor. The \""lens\"" is controlled by the children’s body movements. Keeping the lens icon still over a projected book cover causes it to enlarge for better inspection and maintaining the position even a bit longer will cause the image to move across the floor to an interactive table. At the table it is possible to examine the chosen books further, apart from the cover image. Book-objects on the table contain buttons to information on author, summary, related books, and access to a printer from where it is possible to print a slip of paper that contains directions to the shelf, the related meta information, and the cover image. The interaction on the floor and on the table both support multiple simultaneous users interacting trough their own cursor. ","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",On Site - in dedicated areas,During the vist - enhancing visitor experience,Text|Audio|Image,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups","The project focused on developing an information technology understandable for children aged 6-9 years, spatial interaction with the teaching material linked into books by use of various types of tags, and services that support children\'s communication while investigating and playing at the library.",Undefined,Undefined,,Interaction with Contents,4,Reflective (focused on engaging visitors cognitively)|Immersive (focused on making visitors experience something)|Collaborative (focused on making visitors build knowledge together),5,3,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Not Applicable,Not Applicable,3
1337453978891.78,,Sat May 19 2012 20:59:38 GMT+0200 (CEST),,The Main Library & Interactive Spaces,Denmark,Aarhus,Library & Research Center,Library & research,Library & Research,2004-2006,"http://www.aakb.dk/biblioteker/hovedbiblioteket
http://www.interactivespaces.net/",POLIMI,POLIMI,,,BibPhone,Stories and literature,2004-2006,"Andreas Lykke-Olesen Department for Design Aarhus School of Architecture & Jesper Nielsen Interactivespaces, Dept. of Computer Science, University of Aarhus,","http://www.interactivespaces.net/data/uploads/papers/19.pdf
http://www.bibliotekogmedier.dk/fileadmin/user_upload/dokumenter/bibliotek/indsatsomraader/boern/Bibliotekstilbud_til_boern/Litteratur_og_links/Strategies_and_prototypes_for_the_future.pdf",,"The Bib-Phone concept is based on the use of RFID tags in library books: the idea is to combine a wireless mini-computer with with an RFID reader, microphone and speaker, making possible to record and listen to messages, such as book reviews. The concept was tested on two occasions in 2006 at Silkeborg Public Library and at the main library of Aarhus. The BibPhone prototype enables children to annotate physical material with digital recordings. Children are able to add oral comments to books by placing the BibPhone over a RFID tag on the book. Putting an ear to the book enables hearing the comments recorded by others. The concept originated from children’s reluctance towards doing written reviews, and the fact that more and more libraries are adopting RFID technology on information material. The BibPhone can be used for treasure hunting for messages in books or enabling children to have a secret information layer attached to selected books. Furthermore, the concept is not restrained to information materials but could also be used with regard to adding RFID tags to specific elements in the physical environment, enabling new forms of play and information exchange.","Interpretation - (curatorial tool, catalogue) - key function of technologies is to help in the exposition of existing informational platforms",On Site - near objects and exhibits,During the vist - enhancing visitor experience,Audio,,"Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups","The project focused on developing an information technology understandable for children aged 6-9 years, spatial interaction with the teaching material linked into books by use of various types of tags, and services that support children\'s communication while investigating and playing at the library.",Undefined,Undefined,,Interaction with Contents,1,Reflective (focused on engaging visitors cognitively),3,3,,This aspect of the analysis is not significant for the present case,8) None of the above,Not applicable,Not applicable,This aspect of the analysis is not significant for the present case,Not Applicable,Not Applicable,2
1338126173482.6,,Sun May 27 2012 15:42:53 GMT+0200 (CEST),,"Museo dei Fori imperiali, Mercati Traianei, Roma",Italy,Rome,Museum,Art|Archeology|architecture and design,Archeology,,http://www.mercatiditraiano.it/,POLIMI,POLIMI,,,6 miliardi di altri > 7 miliardi di altri (7 bilion other),Ethnography,2010,"artist: Yann Arthus-Bertrand,  curators: Sibylle d’Orgeval and Baptiste Rouget-Luchaire.",http://www.7billionothers.org/it,,"Exhibition and web archive.
The exhibition presents the black boxes where there are the video-interviews (visualprojections) about people from around the world: 5000 interviews in 75 countries by 6 director looking for “The Other”. The interviews are based on 40 questions about what joins and what divides the people: from the brazilian fisherman to chinese shopkeeper, from the german actor to the afghan fermers. They all answered the same questions about the meaning of the love, the spiritual heritage of the parents, the fear, the dreams, the difficulties, the hopness.....
Also these interviews are collected in a web archive as a “recorder” for the web users that can uploade and share own testimony.
The exhibition is itinerant but the first one took place in Paris at Grand Palais, with a kind of exhibition very schenographic and particular. But in the others places, was proposed an exhibition more abstract throught the introduction the black boxes. The first display system was made up by the mongolian tents made of wood and textile. Inside were the videoprojections. So the Grand Palais building is transformed in the blue sky and the yurts would host the nomad public the discovery of all trips. The meetings are in the intimacy of the yurts but also in the others parts of the “camp”. The visitors were encouraged to continue the conversations in the small squares and in the bar of the village. Everybody can share the discussions and interact with the questions worldwide.
The interesting aspect about the culture topic is in the comparison of values of the several interviews: there are identifiable constants that we can find in every ethnic group and variables typical of the place. The interview is the principal tool of this work. The subjects are framed in close up with fixed camera, here the variations of a director are reduced at minimum. In the exhibition the visitor is immersed in the black rooms with the projection. With the web archive we can listen to the interview or upload own testimony. We can search for the interviews also through key-words an topic-value. 
The choose of the director is the listening. The director propose to the public direct testimonies without filters. The choose to propose the same questions (archetypical and fundamental) underlines the cultural differences.
We have the video-portrait model represented through concepts and fundamental values of the life of the people and the communities to which they belong.
The people’s identity is made know and valorised through the emersion of their values.
In this case we have a multiple self-representation: all people have answered the same questions about the meaning of the love, the spiritual heredity of the parents, the fears, the dreams, the difficulties, the hopes...We choose a common language to communicate these contents: the frontal shooting and close up.
You can not talk about friction but about differences. The aim is to show the convergences, the archetypal values that across all populations and the differences that distinguish them. The contents are essential, absolutely common to every community. The public is very large, is “the Other”, is a people that like to know and to meet the people. Telling the different aspects of the human people, it is shown that the difference does not preclude the understanding, but it is necessary for the survival of the world.
","Communication - (website) - the project or application functions to convey, present or promote the activities of the project or institution",On Site - near objects and exhibits|Off Site - not related to museum premises,During the vist - enhancing visitor experience|Independent from the Visit - no relation to the visit ,Text|Video,"The public of the exhibition is a “large” kind of the user that not necessary knows the multi-culturalism topic but that is motivated and open to capture knowledge about “the Other” and to listen. On the other hand the web-archive user considers the web as an information channel, but also a form of the knowledge and exchange.
For to make the interviews uses a light videocamera, a tripod, two wired microphones: every reporter individually can manage the sound system.
In this exhibition is used the video-recording and the audiovisual projection. For a after-visit experience (or for an experience indipendent of the visit), is used the web channel as a knowledge platform and as identity’s valorisation and as exchange tool to upload own testimony (webcam).
In each room the permanence is 20’ for almost 15 rooms that we visit not sequentially but thematically. The consultation of the web-archive is variable considering the rich availability of contributions uploaded.
Device: the sight of the video-interviews is inside a black box that allows the presence of ten people more or less.
The mechanics of interaction is the sight and the listening.
We find the partecipative aspect in the web-archive where the user can contributes to database (so to contribute to portrait of the people and the stories) uploading own testimony. Only in the exhibition in Paris we had also a forum-place for debates about the topic. Again the studios there were available to the visitors to recorder own interviews in the same condition of the original project. To facilitate the understanding were built educational pre-visit paths. These allow an acquisition of knowledge about the contents of the exhibition.
This project leads to a knowledge of the identity of the Other and also to a valorisation of the contents and the elements collected through a process in progress: a globe of the shared values. The artistic code of the Yann Arthus-Bertrand, photographer-videomaker and artist of the video-interviews (before famous for an other work about the portrait of the Earth from above in its cultural-landscape elements) becomes the demonstration that the artistic-expressive language can be used to serve an enlarged community..
The questions are edited by Sibylle d’Orgeval and Baptiste Rouget-Luchaire and are the framework of the video-interviews digital recorded. They are visible in the exhibition and than they are uploaded (digitally again) on the web-archive. Also are digital the testimonies uploaded autonomously by web-users.
In this case the technologies used in the exhibition are not particularly innovative however are absolutely appropriate and effective for the transmission of these contents. Instead in the case of the web-archive the self-management of the webcam and the direct uploading allows an immediate implementation of the system.","Audience / Public - the application is outward facing, intended as an experience for the general public, or specific community groups","We can underline some replicable elements: from the point of view of the contents we focus on the specification of the universal and archetypal topics/values, common “territories” through which to underline different approaches, visions and traditions compared to the populations involved. From point of view of the language an other important and replicable aspect is to give way to the voice and to the face of the individual person as a special witness of a specific culture: so the individual-subjective contribution becomes “bearer” of common values to the specific community/ethnic group.","Knowledge of other cultures;
sensibilization about other cultures;
valorisation of the differences;
partecipation through up-loading on the webarchive video-testimonies.",,,Individual interactions are networked in aggregate,4,Reflective (focused on engaging visitors cognitively)|Collaborative (focused on making visitors build knowledge together),5,2,,"A plural representation, mindful to multiple (and dissenting) voices of individuals",1) Multi-Cultural Storytelling - representing different cultures alongside but separate to one another,"Both, with respect to different parts of the museum/exhibition/project","Both, with respect to different parts of the museum/exhibition/project",Emphasis on the protection of the identity and memory of the culture/s represented (nationalism and patriotism),Yes,No,2
